sector,asset_description,asset_gpkg,asset_layer,asset_id_column,asset_min_cost_column,asset_max_cost_column,asset_mean_cost_column,asset_reopen_cost_column,asset_cost_unit_column,asset_reopen_cost_unit_column,flooding_asset_damage_lookup_column,TC_asset_damage_lookup_column,coastal_asset_damage_lookup_column,fluvial_asset_damage_lookup_column,surface_asset_damage_lookup_column,cyclone_asset_damage_lookup_column,path,base_id,single_failure_scenarios
coastal_infrastructure,coastal feature,coastal_protection_feature,edges,id,,,,,,,,,,,,,networks/coastal_infrastructure/Jamaica_coastal_protection_areas.gpkg,1400000000,none
